,LotFrontage,MasVnrArea,BsmtUnfSF,HeatingQC,BsmtFullBath,HalfBath,Fireplaces,GarageCars,WoodDeckSF,AllSF,MSZoning_RL,LandContour_HLS,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_Inside,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Somerst,Neighborhood_StoneBr,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SLvl,YearBuilt_1977,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_VinylSd,Foundation_PConc,BsmtQual_4.0,BsmtQual_5.0,CentralAir_Y,Electrical_SBrkr,GarageType_Attchd,GarageType_BuiltIn,GarageFinish_Fin,GarageFinish_RFn,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_New,SaleCondition_Family,SaleCondition_Normal,Id_minmax,LotArea_minmax,OverallQual_minmax,OverallCond_minmax,YearRemodAdd_minmax,BsmtExposure_minmax,BsmtFinType1_minmax,FullBath_minmax,BedroomAbvGr_minmax,OpenPorchSF_minmax,TotalBath_minmax
649,55.0,0.0,5.799092654460526,3,0.0,0,0.6931471805599453,1.0,5.583496308781699,7.674152921281675,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.45,0.43,0.44,0.75,0.55,0.0,0.33,0.25,0.33,0.0,0.0
650,0.0,0.0,6.511745329644728,4,0.0,1,0.0,1.0,5.351858133476067,7.75833346749091,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.45,0.44,0.67,0.75,0.0,0.0,0.17,0.25,0.5,0.0,0.08
651,0.0,0.0,6.745236349484363,3,0.0,0,0.6931471805599453,1.0,0.0,7.924072324923417,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.45,0.43,0.44,0.5,0.0,0.0,0.5,0.5,0.5,0.52,0.17
652,50.0,0.0,4.290459441148391,5,0.0,0,0.0,1.0,0.0,7.5406215286571525,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.34,0.44,0.75,0.93,0.0,0.83,0.25,0.5,0.0,0.0
653,59.0,0.0,6.318968113746434,5,0.0,1,0.0,1.0,3.6635616461296463,7.520234556474628,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.38,0.56,1.0,0.83,0.0,0.17,0.25,0.5,0.72,0.08
654,50.0,0.0,6.133398042996649,5,0.0,1,0.6931471805599453,1.0,0.0,7.8838232148921525,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.45,0.39,0.56,0.75,0.65,0.0,0.83,0.25,0.5,0.38,0.08
655,50.0,0.0,6.856461984594587,5,0.0,0,0.6931471805599453,2.0,0.0,7.549082710812286,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.45,0.39,0.44,0.75,0.88,0.0,0.17,0.25,0.33,0.0,0.0
656,50.0,0.0,6.137727054086234,5,0.0,0,0.0,1.0,5.60947179518496,7.750614732770409,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.39,0.56,0.75,0.83,0.0,0.5,0.5,0.5,0.0,0.17
657,50.0,0.0,6.16541785423142,5,0.0,0,0.6931471805599453,1.0,0.0,7.641084249174914,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.39,0.56,0.5,0.0,0.0,0.33,0.5,0.33,0.0,0.17
658,50.0,0.0,6.900730664045173,5,0.0,0,0.0,1.0,0.0,7.603897968521881,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.34,0.56,0.75,0.0,0.0,0.17,0.25,0.5,0.0,0.0
659,60.0,0.0,6.210600077024653,3,1.0,0,0.6931471805599453,1.0,0.0,7.485491608030754,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.36,0.44,0.75,0.78,0.0,0.83,0.25,0.5,0.0,0.17
660,99.0,0.0,6.133398042996649,3,0.0,0,0.0,1.0,0.0,7.541683099882111,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.45,0.38,0.33,0.75,0.0,0.0,0.0,0.25,0.33,0.0,0.0
661,52.0,0.0,6.437751649736401,5,0.0,0,0.0,1.0,0.0,7.518064181233078,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.45,0.4,0.33,0.75,0.0,0.0,0.67,0.25,0.33,0.89,0.08
662,0.0,0.0,0.0,4,0.0,0,0.0,1.0,0.0,6.695798917058491,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.39,0.44,0.62,0.75,0.0,0.0,0.25,0.17,0.59,0.0
663,52.0,0.0,6.1092475827643655,3,0.0,0,0.6931471805599453,2.0,0.0,8.00603417874901,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,0.4,0.67,0.5,0.0,0.5,0.5,0.5,0.67,0.46,0.17
664,51.0,0.0,6.8001700683022,3,0.0,0,0.0,2.0,0.0,8.00736706798333,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.46,0.39,0.44,0.5,0.0,0.0,0.33,0.5,0.67,0.75,0.17
665,60.0,0.0,6.698268054115413,5,0.0,0,0.0,2.0,0.0,7.834788107388194,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.46,0.5,0.56,0.38,0.9,0.0,0.17,0.5,0.67,0.8,0.17
666,57.0,0.0,6.953684210870537,4,0.0,0,0.0,1.0,4.174387269895637,8.079308192051961,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.46,0.47,0.56,0.88,0.55,0.5,0.5,0.5,0.83,0.0,0.17
667,63.0,0.0,6.680854678790215,5,0.0,0,0.0,1.0,0.0,7.785720896534624,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.46,0.3,0.56,0.88,0.0,0.0,0.17,0.25,0.5,0.79,0.0
668,0.0,0.0,6.645090969505644,3,0.0,0,0.0,2.0,0.0,7.337587743538596,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.46,0.4,0.56,0.62,0.0,0.0,0.17,0.25,0.17,0.0,0.0
669,60.0,0.0,5.983936280687191,3,0.0,1,0.0,1.0,0.0,7.742835955430749,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.46,0.53,0.56,0.62,0.03,0.0,0.5,0.25,0.67,0.81,0.08
670,60.0,0.0,7.149131598557407,3,0.0,0,0.6931471805599453,2.0,0.0,8.08394570229562,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.46,0.42,0.56,0.62,0.13,0.0,0.17,0.5,0.67,0.54,0.17
671,0.0,0.0,6.78105762593618,4,0.0,0,0.0,2.0,0.0,7.691200097522863,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.46,0.53,0.44,0.62,0.47,0.0,0.17,0.5,0.33,0.0,0.17
672,60.0,0.0,6.947937068614969,4,0.0,0,0.0,2.0,0.0,7.640603826393634,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.46,0.44,0.56,0.75,0.7,0.0,0.17,0.25,0.33,0.74,0.0
673,62.0,0.0,6.473890696352274,3,1.0,0,0.6931471805599453,1.0,0.0,7.60339933974067,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.46,0.43,0.56,0.62,0.0,0.0,0.5,0.5,0.5,0.0,0.33
674,60.0,0.0,6.113682179832232,3,0.0,0,0.0,2.0,3.713572066704308,7.099201743553092,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.46,0.53,0.44,0.88,0.68,0.0,0.17,0.25,0.17,0.0,0.0
675,60.0,0.0,6.285998094508865,5,0.0,0,0.0,0.0,3.7612001156935624,7.53955882930103,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.46,0.53,0.22,0.25,0.0,0.0,0.17,0.5,0.5,0.0,0.17
676,82.0,0.0,6.953684210870537,4,0.0,0,0.0,1.0,0.0,7.650168700845001,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.46,0.51,0.44,0.62,0.72,0.0,0.17,0.25,0.5,0.62,0.0
677,0.0,0.0,5.288267030694535,3,1.0,0,0.0,2.0,4.174387269895637,7.6290038896529575,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46,0.56,0.44,0.62,0.22,0.79,0.83,0.25,0.5,0.0,0.17
678,80.0,3.6888794541139363,6.175867270105761,3,1.0,0,0.6931471805599453,2.0,5.1298987149230735,7.652070746116482,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.6,0.56,0.5,0.47,0.79,0.83,0.25,0.5,0.0,0.17
679,68.0,0.0,5.459585514144159,5,1.0,0,0.0,1.0,5.3230099791384085,7.59337419312129,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.47,0.53,0.44,0.75,0.92,0.0,0.83,0.25,0.5,0.0,0.17
680,0.0,3.713572066704308,0.0,5,0.0,0,0.6931471805599453,2.0,5.7430031878094825,7.3031700512368,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.45,0.56,0.88,0.47,1.0,0.83,0.25,0.5,0.0,0.08
681,0.0,5.831882477283517,6.748759547491679,4,0.0,0,0.0,1.0,0.0,7.671826797878781,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.52,0.44,0.5,0.28,0.5,0.67,0.25,0.5,0.68,0.0
682,0.0,0.0,0.0,3,1.0,0,0.0,2.0,5.187385805840755,7.690286020676768,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.44,0.44,0.5,0.57,0.79,0.33,0.25,0.33,0.0,0.17
683,60.0,0.0,0.0,2,1.0,0,0.0,2.0,0.0,7.80016307039296,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47,0.59,0.44,0.38,0.0,0.0,0.67,0.25,0.5,0.0,0.17
684,94.0,0.0,5.7899601708972535,5,1.0,0,0.0,1.0,5.1298987149230735,7.560601162768557,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.5,0.44,0.88,0.88,0.0,1.0,0.25,0.5,0.0,0.17
685,88.0,0.0,5.3612921657094255,3,1.0,0,0.6931471805599453,2.0,4.634728988229636,7.685703061234547,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.62,0.56,0.88,0.1,1.0,1.0,0.25,0.17,0.68,0.17
686,0.0,5.62040086571715,0.0,4,1.0,0,1.0986122886681098,2.0,3.9318256327243257,7.904703913873747,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47,0.54,0.44,0.25,0.17,0.5,0.5,0.5,0.5,0.67,0.33
687,63.0,0.0,5.484796933490655,4,1.0,1,0.0,3.0,0.0,7.563719668414366,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.48,0.44,0.75,0.38,0.0,0.83,0.25,0.33,0.0,0.25
688,0.0,0.0,5.081404364984463,5,0.0,0,0.0,3.0,4.969813299576001,7.478169694159785,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.53,0.44,0.88,0.33,0.79,0.83,0.25,0.5,0.0,0.0
689,82.0,0.0,6.8308742346461795,3,1.0,0,1.0986122886681098,2.0,4.948759890378168,8.022568946988255,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.72,0.67,0.62,0.48,1.0,1.0,0.5,0.5,0.0,0.33
690,50.0,0.0,6.3473892096560105,3,0.0,0,0.6931471805599453,1.0,4.912654885736052,7.408530566894626,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.35,0.67,0.5,0.0,0.0,0.17,0.25,0.33,0.0,0.0
691,85.0,0.0,6.302618975744905,5,1.0,0,1.0986122886681098,0.0,0.0,8.038834757787749,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47,0.71,0.44,0.75,0.95,1.0,0.83,0.25,0.33,0.56,0.17
692,68.0,0.0,6.461468176353717,3,1.0,0,0.6931471805599453,1.0,5.0689042022202315,8.012680929706839,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.47,0.51,0.44,0.62,0.1,0.79,0.5,0.25,0.5,0.0,0.17
693,50.0,0.0,0.0,2,1.0,0,0.0,0.0,0.0,7.455298485683291,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.51,0.44,0.5,0.42,0.79,1.0,0.25,0.33,0.0,0.17
694,50.0,5.37989735354046,5.697093486505405,3,0.0,1,0.0,1.0,0.0,7.544861068658458,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.51,0.56,0.88,0.85,0.0,0.5,0.25,0.5,0.83,0.08
695,0.0,5.25227342804663,5.700443573390687,5,0.0,1,0.6931471805599453,2.0,3.8918202981106265,8.266678443305896,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.52,0.56,0.5,0.87,0.0,0.33,0.5,0.67,0.53,0.33
696,80.0,5.529429087511423,5.805134968916488,5,1.0,1,0.6931471805599453,2.0,6.052089168924417,8.079927770758275,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.52,0.67,0.5,0.73,0.0,1.0,0.5,0.5,0.56,0.42
697,0.0,0.0,6.126869184114185,5,0.0,1,0.6931471805599453,2.0,5.1298987149230735,8.0106915391303,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.62,0.67,0.5,0.73,0.0,1.0,0.5,0.67,0.7,0.25
698,85.0,0.0,6.511745329644728,5,0.0,1,0.6931471805599453,2.0,4.61512051684126,7.904703913873747,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.54,0.67,0.5,0.77,0.79,0.17,0.5,0.5,0.53,0.25
699,65.0,0.0,6.444131256700441,5,0.0,1,0.6931471805599453,2.0,4.61512051684126,7.59337419312129,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.48,0.54,0.67,0.5,0.95,0.0,0.17,0.5,0.5,0.49,0.25
700,65.0,5.056245805348308,7.38770923908104,5,0.0,0,0.6931471805599453,3.0,5.1298987149230735,8.080546965824498,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.51,0.78,0.5,0.95,0.79,0.17,0.5,0.5,0.52,0.17
701,91.0,6.318968113746434,5.231108616854587,5,1.0,0,1.0986122886681098,3.0,0.0,8.422442854870427,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.48,0.57,0.89,0.5,0.97,1.0,1.0,0.5,0.5,0.0,0.33
702,91.0,5.998936561946683,6.395261598115449,5,1.0,1,1.0986122886681098,3.0,5.37989735354046,8.165647925297504,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.48,0.57,0.89,0.5,0.97,0.79,1.0,0.5,0.5,0.55,0.42
703,0.0,5.713732805509369,6.448889394146858,5,1.0,0,0.6931471805599453,3.0,5.1298987149230735,7.976938756959434,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.56,0.78,0.5,0.75,1.0,1.0,0.5,0.5,0.57,0.33
704,0.0,0.0,5.288267030694535,5,1.0,0,0.6931471805599453,2.0,5.8289456176102075,7.946617563244473,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.56,0.56,0.62,0.27,1.0,0.33,0.5,0.33,0.0,0.33
705,65.0,0.0,5.594711379601839,5,1.0,0,0.0,2.0,5.1298987149230735,7.591357046698551,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.48,0.52,0.44,0.75,0.73,0.0,1.0,0.25,0.5,0.0,0.17
706,0.0,5.017279836814924,4.709530201312334,5,1.0,0,0.6931471805599453,2.0,5.342334251964811,7.950502434808851,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.49,0.67,0.5,0.8,1.0,1.0,0.5,0.5,0.71,0.33
707,0.0,4.859812404361672,5.176149732573829,5,1.0,1,0.0,2.0,0.0,7.877017895622398,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.48,0.6,0.56,0.5,0.78,0.0,1.0,0.5,0.5,0.69,0.42
708,68.0,4.795790545596741,5.545177444479562,5,0.0,1,0.0,2.0,0.0,7.79770203551669,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.49,0.5,0.67,0.5,0.83,0.5,1.0,0.5,0.5,0.64,0.25
709,75.0,0.0,5.583496308781699,5,1.0,1,0.0,2.0,5.262690188904886,7.920083199053234,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.49,0.58,0.67,0.5,0.85,0.0,1.0,0.5,0.5,0.55,0.42
710,0.0,5.198497031265826,4.430816798843313,5,1.0,0,0.0,2.0,5.356586274672012,7.620214770574455,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.49,0.58,0.44,0.62,0.47,0.5,0.83,0.25,0.5,0.0,0.17
711,0.0,5.176149732573829,6.663132695990803,3,0.0,1,0.6931471805599453,2.0,0.0,7.674617497364363,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.49,0.5,0.44,0.62,0.42,0.79,0.83,0.25,0.5,0.0,0.08
712,40.0,0.0,5.198497031265826,3,1.0,0,0.0,2.0,4.948759890378168,7.792761720816526,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.49,0.62,0.44,0.62,0.85,0.0,0.5,0.5,0.33,0.0,0.33
713,0.0,5.429345628954441,7.1372784372603855,5,0.0,1,0.6931471805599453,2.0,0.0,8.137103389639302,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.49,0.54,0.67,0.5,0.85,0.0,0.17,0.5,0.5,0.67,0.25
