,LotFrontage,MasVnrArea,BsmtUnfSF,HeatingQC,BsmtFullBath,HalfBath,GarageCars,WoodDeckSF,MSZoning_RL,LandContour_HLS,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_Inside,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Somerst,Neighborhood_StoneBr,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SLvl,YearBuilt_1977,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_VinylSd,Foundation_PConc,BsmtQual_4.0,BsmtQual_5.0,CentralAir_Y,Electrical_SBrkr,GarageType_Attchd,GarageType_BuiltIn,GarageFinish_Fin,GarageFinish_RFn,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_New,SaleCondition_Family,SaleCondition_Normal,LotArea_minmax,OverallQual_minmax,OverallCond_minmax,YearRemodAdd_minmax,BsmtExposure_minmax,BsmtFinType1_minmax,FullBath_minmax,BedroomAbvGr_minmax,OpenPorchSF_minmax,TotalBath_minmax
749,50.0,0.0,0.0,3,0,0,1,4.532599493153256,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.63,0.25,0.0,0.0,0.0,0.0,0.67,0.64,0.0,0.2
750,55.0,0.0,6.3578422665081,4,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.64,0.25,0.72,0.9,0.0,0.17,0.33,0.45,0.91,0.0
751,0.0,0.0,6.493753839851686,5,0,1,2,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.6,0.62,0.36,0.88,0.0,0.17,0.67,0.45,0.69,0.3
752,79.0,0.0,5.634789603169249,5,1,0,2,5.1298987149230735,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.66,0.5,0.36,0.78,1.0,1.0,0.67,0.45,0.59,0.4
753,80.0,5.187385805840755,6.93828448401696,4,0,1,3,5.262690188904886,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7,0.75,0.36,0.92,0.5,0.17,0.67,0.45,0.71,0.3
754,61.0,0.0,4.7535901911063645,4,1,0,2,5.147494476813453,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.6,0.5,0.87,0.92,0.0,1.0,0.33,0.45,0.69,0.2
755,34.0,6.489204931325317,5.855071922202427,4,0,1,2,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.28,0.5,0.36,0.82,0.0,1.0,0.67,0.45,0.57,0.3
756,68.0,0.0,6.741700694652055,5,0,1,2,4.976733742420574,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.71,0.75,0.36,0.95,0.79,1.0,0.67,0.45,0.83,0.3
757,0.0,5.796057750765372,5.459585514144159,3,0,1,2,5.817111159963204,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.74,0.5,0.36,0.47,0.5,0.5,0.67,0.45,0.0,0.3
758,24.0,5.8888779583328805,5.278114659230517,4,0,1,2,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.16,0.62,0.36,0.82,0.0,0.83,0.67,0.45,0.0,0.3
759,65.0,6.2422232654551655,7.089243155027514,5,0,1,3,5.407171771460119,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.76,0.75,0.36,0.75,0.79,0.33,0.67,0.64,0.82,0.3
760,70.0,0.0,5.53338948872752,5,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.65,0.5,0.55,0.15,0.0,0.5,0.33,0.27,0.0,0.0
761,60.0,0.0,6.608000625296087,3,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.56,0.38,0.36,0.0,0.5,0.33,0.33,0.27,0.0,0.0
762,72.0,0.0,6.597145701886651,5,0,1,2,5.135798437050262,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.64,0.62,0.36,0.98,0.5,1.0,0.67,0.45,0.68,0.3
763,82.0,6.489204931325317,4.499809670330265,5,1,1,3,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.67,0.75,0.36,0.82,0.5,1.0,0.67,0.45,0.87,0.5
764,30.0,0.0,0.0,5,1,1,2,0.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.67,0.75,0.36,0.77,0.79,0.33,0.33,0.27,0.61,0.3
765,75.0,5.652489180268651,7.312553498102598,5,0,0,2,0.0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.82,0.88,0.36,0.97,0.0,0.17,0.67,0.27,0.92,0.2
766,80.0,3.7612001156935624,6.375024819828097,3,0,1,2,5.43372200355424,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7,0.62,0.36,0.63,0.0,1.0,0.67,0.45,0.75,0.3
767,75.0,0.0,5.780743515792329,5,1,0,1,5.5053315359323625,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.77,0.5,0.72,0.58,0.5,0.83,0.67,0.64,0.0,0.4
768,70.0,0.0,7.515889085215125,5,0,0,2,4.795790545596741,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.65,0.62,0.36,0.92,0.0,1.0,0.67,0.45,0.63,0.2
769,47.0,6.403574197934815,5.459585514144159,5,1,1,3,6.222576268071369,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.75,0.36,0.88,1.0,0.83,1.0,0.64,0.64,0.7
770,0.0,0.0,5.159055299214529,3,1,0,2,4.795790545596741,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.57,0.38,0.36,0.53,0.79,1.0,0.33,0.27,0.0,0.2
771,67.0,0.0,0.0,3,0,0,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.65,0.25,0.36,0.02,0.0,0.33,0.33,0.27,0.0,0.0
772,94.0,0.0,6.175867270105761,3,1,0,2,4.976733742420574,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6,0.5,0.36,0.43,0.79,0.83,0.33,0.45,0.0,0.2
773,70.0,0.6931471805599453,6.124683390894205,5,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.69,0.38,0.36,0.13,0.0,0.5,0.33,0.27,0.0,0.0
774,110.0,5.929589143389895,7.568379267836522,4,0,0,3,5.755742213586912,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.82,0.75,0.36,0.93,0.79,0.17,0.67,0.45,0.68,0.2
775,32.0,5.771441123130016,5.82600010738045,5,1,0,2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.4,0.5,0.36,0.8,0.0,1.0,0.67,0.27,0.98,0.4
776,86.0,5.484796933490655,7.374629015218945,5,0,0,3,4.976733742420574,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.73,0.62,0.36,0.93,0.79,1.0,0.67,0.45,0.73,0.2
777,100.0,0.0,4.634728988229636,3,1,0,2,5.488937726156687,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.79,0.38,0.36,0.4,0.0,0.83,0.33,0.45,0.0,0.2
778,60.0,5.771441123130016,0.0,3,0,0,2,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.63,0.38,0.36,0.45,0.0,0.0,0.67,0.64,0.0,0.2
779,78.0,4.51085950651685,0.0,3,1,0,2,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.71,0.5,0.36,0.45,1.0,1.0,0.33,0.27,0.0,0.2
780,63.0,3.6635616461296463,7.121252453244542,4,0,0,2,5.3981627015177525,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6,0.62,0.36,0.77,0.0,0.17,0.67,0.45,0.55,0.2
781,65.0,0.0,5.926926025970411,5,0,1,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.57,0.5,0.36,0.7,0.0,0.83,0.67,0.45,0.86,0.3
782,67.0,0.0,7.254177846456518,5,0,0,2,0.0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.86,0.62,0.36,0.87,0.0,0.17,0.67,0.45,0.63,0.2
783,0.0,4.653960350157523,0.0,5,1,0,2,5.717027701406222,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.65,0.38,0.55,0.47,0.79,1.0,0.33,0.09,0.61,0.2
784,35.0,0.0,6.610696044717759,5,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.52,0.5,0.55,0.85,0.0,0.17,0.67,0.45,1.0,0.2
785,0.0,0.0,6.198478716492308,3,0,0,2,0.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.68,0.5,0.36,0.28,0.0,0.5,0.67,0.45,0.0,0.2
786,60.0,0.0,0.0,3,1,0,1,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.72,0.38,0.55,0.0,0.0,0.33,0.67,0.64,0.0,0.4
787,76.0,0.0,5.707110264748875,5,1,1,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.69,0.62,0.36,0.9,0.0,1.0,0.67,0.64,0.68,0.5
788,50.0,0.0,6.804614520062624,5,0,0,1,0.0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.5,0.25,0.72,0.83,0.0,0.17,0.33,0.27,0.0,0.0
789,0.0,5.062595033026967,5.579729825986222,4,0,1,2,4.897839799950911,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.76,0.5,0.87,0.95,1.0,0.33,0.67,0.82,0.91,0.3
790,43.0,2.4849066497880004,7.029972911706386,5,0,0,2,4.61512051684126,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.28,0.62,0.36,0.93,0.0,1.0,0.67,0.27,0.51,0.2
791,0.0,0.0,6.19644412779452,3,1,0,2,4.795790545596741,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.73,0.5,0.36,0.43,0.79,0.83,0.33,0.45,0.0,0.2
792,92.0,0.0,5.545177444479562,5,1,1,2,5.198497031265826,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.69,0.62,0.36,0.78,0.79,1.0,0.67,0.45,0.87,0.5
793,76.0,4.948759890378168,7.311218384419629,5,0,0,2,5.1298987149230735,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.66,0.75,0.36,0.95,0.79,0.17,0.67,0.45,0.87,0.2
794,0.0,0.0,6.569481420414296,5,0,1,2,4.969813299576001,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.72,0.62,0.36,0.77,0.0,0.17,0.67,0.45,0.69,0.3
795,70.0,4.875197323201151,6.478509642208569,3,0,1,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.63,0.5,0.55,0.52,0.0,0.17,0.67,0.45,0.7,0.3
796,71.0,5.003946305945459,6.493753839851686,5,0,1,2,4.9344739331306915,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.62,0.5,0.36,0.45,0.0,0.17,0.33,0.45,0.0,0.1
797,57.0,0.0,5.318119993844216,4,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.59,0.38,0.36,0.05,0.0,0.67,0.33,0.27,0.0,0.0
798,104.0,6.489204931325317,7.563719668414366,5,0,1,3,4.976733742420574,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.8,0.88,0.36,0.98,0.0,0.17,1.0,0.64,0.78,0.5
799,60.0,5.53338948872752,5.093750200806762,5,1,1,1,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.57,0.38,0.72,0.0,0.0,0.83,0.33,0.45,0.0,0.3
800,79.0,0.0,5.043425116919247,4,1,1,2,6.0014148779611505,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.78,0.5,0.36,0.78,1.0,1.0,0.67,0.64,0.85,0.5
801,40.0,0.0,6.907755278982137,5,1,0,2,0.0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.42,0.25,0.72,0.67,0.0,0.33,0.33,0.27,0.0,0.2
802,63.0,0.0,4.394449154672439,5,1,1,2,3.6109179126442243,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.62,0.62,0.36,0.92,0.79,1.0,0.67,0.45,0.52,0.5
803,107.0,6.052089168924417,7.45876269238096,5,0,1,3,3.970291913552122,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.81,0.88,0.36,0.98,1.0,0.17,1.0,0.64,0.92,0.5
804,75.0,0.0,4.8283137373023015,3,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.65,0.38,0.36,0.07,0.0,0.33,0.33,0.27,0.0,0.0
805,91.0,5.54907608489522,7.257002707092073,5,0,0,2,0.0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.76,0.62,0.36,0.97,0.0,0.17,0.67,0.45,0.73,0.2
806,75.0,0.0,4.61512051684126,4,0,0,1,4.23410650459726,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.68,0.38,0.36,0.28,0.79,0.83,0.67,0.45,0.0,0.2
807,144.0,0.0,2.772588722239781,5,2,1,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.96,0.38,0.55,0.9,1.0,1.0,0.33,0.45,1.0,0.5
808,85.0,6.489204931325317,5.942799375126701,3,1,0,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.79,0.38,0.36,0.27,0.79,0.83,0.33,0.45,0.0,0.2
809,90.0,0.0,6.745236349484363,3,0,0,2,3.713572066704308,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.61,0.38,0.36,0.25,0.0,0.17,0.67,0.27,0.9,0.2
810,78.0,4.605170185988092,0.0,2,1,1,2,5.583496308781699,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.69,0.5,0.55,0.82,0.0,0.83,0.33,0.45,0.0,0.3
811,0.0,5.135798437050262,5.231108616854587,5,1,0,2,4.948759890378168,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.4,0.5,0.36,0.9,1.0,1.0,0.33,0.09,0.0,0.2
812,66.0,0.0,6.293419278846481,3,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.64,0.38,0.36,0.03,0.79,0.17,0.33,0.27,0.0,0.0
813,75.0,5.497168225293202,6.727431724850855,4,0,1,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.68,0.5,0.55,0.13,0.0,0.5,0.33,0.64,0.0,0.1
814,45.0,0.0,6.532334292222349,4,0,1,1,5.337538079701318,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.62,0.38,0.72,0.0,0.0,0.17,0.33,0.45,0.0,0.1
815,48.0,6.093569770045136,7.408530566894626,5,0,0,2,0.0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.76,0.62,0.36,0.8,0.0,0.17,0.67,0.45,0.63,0.2
816,0.0,0.0,6.259581464064923,4,0,0,1,0.0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.74,0.38,0.55,0.07,0.0,0.67,0.33,0.27,0.0,0.0
817,0.0,5.003946305945459,5.860786223465865,5,1,0,3,5.017279836814924,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.79,0.75,0.36,0.87,0.0,1.0,0.67,0.45,0.73,0.4
818,80.0,4.394449154672439,6.2285110035911835,4,1,0,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.64,0.5,0.72,0.35,0.79,1.0,0.33,0.45,0.0,0.2
819,44.0,4.859812404361672,6.439350371100098,5,1,0,2,5.262690188904886,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.53,0.62,0.36,1.0,0.5,1.0,0.67,0.27,0.64,0.4
820,72.0,0.0,6.683360945766275,5,0,1,2,0.0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.57,0.62,0.36,0.88,0.0,0.17,0.67,0.45,0.68,0.3
821,60.0,0.0,6.842683282238422,3,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,0.25,0.13,0.05,0.0,0.17,0.33,0.27,0.62,0.0
